customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9498-FIMXL,Female,0,No,No,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.20,161.95,No
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.90,4422.95,No
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.85,511.25,Yes
2868-SNELZ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",80.60,155.80,Yes
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Bank transfer (automatic)",75.80,5293.95,Yes
6680-NENYN,Female,0,No,No,43,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",104.60,4759.85,Yes
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",88.15,6148.45,No
7982-VCELR,Female,0,No,No,36,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",94.80,3565.65,No
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",103.40,6603.00,Yes
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",54.65,1830.10,No
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",85.75,6223.80,No
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",67.45,4508.65,No
9639-BUJXT,Male,0,No,No,63,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.50,1328.15,No
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.25,865.00,No
0021-IKXGC,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",72.10,72.10,No
2034-GDRCN,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.40,168.20,Yes
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.45,1303.50,No
6243-OZGFH,Female,0,No,No,23,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",44.95,996.85,No
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",No,"Bank transfer (automatic)",97.00,6430.90,No
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",62.80,2278.75,No
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Mailed check",44.60,681.40,No
4115-NZRKS,Female,1,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.15,574.35,No
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",84.80,371.90,Yes
0623-IIHUG,Female,1,No,No,21,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",41.90,840.10,Yes
4572-DVCGN,Female,0,No,No,10,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",80.25,846.00,Yes
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",54.10,889.00,No
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.25,6823.40,No
9057-MSWCO,Male,1,Yes,No,27,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",30.75,805.10,Yes
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Electronic check",97.10,4016.75,No
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.20,83.75,No
5229-DTFYB,Female,0,No,No,41,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",98.80,3959.15,No
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,"One year",No,"Credit card (automatic)",50.30,2878.55,No
5176-LMJXE,Female,0,No,No,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.55,945.70,No
3583-KRKMD,Male,0,No,No,18,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.90,1373.05,No
1010-DIAUQ,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",96.50,492.55,Yes
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",59.95,1406.00,No
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.15,19.15,No
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",98.65,6962.85,No
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",112.60,8126.65,No
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,690.25,No
0259-GBZSH,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.65,181.50,Yes
6122-EFVKN,Male,0,No,Yes,24,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",35.75,830.80,No
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",99.75,5608.40,No
6862-CQUMB,Male,0,No,No,37,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",96.10,3646.80,No
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",85.10,3662.25,No
6158-HDPXZ,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",25.35,25.35,No
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",104.95,2566.50,Yes
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",89.65,5308.70,No
5686-CMAWK,Male,0,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,No,"One year",No,"Electronic check",86.75,1410.25,No
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",86.20,3339.05,No
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",50.65,50.65,Yes
8204-YJCLA,Male,1,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",64.80,4732.35,No
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",90.85,90.85,Yes
6583-SZVGP,Male,0,No,No,48,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",108.10,5067.45,No
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.95,214.75,Yes
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",85.45,4874.70,Yes
1708-PBBOA,Female,0,No,No,42,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Electronic check",54.75,2348.45,No
8782-LKFPK,Male,0,No,No,44,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Mailed check",90.40,4063.00,No
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",44.00,44.00,No
3597-MVHJT,Female,0,No,No,27,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.60,2595.25,No
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",84.80,2309.55,No
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.30,89.30,No
9967-ATRFS,Female,0,No,No,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.90,367.55,No
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.05,3944.50,No
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",90.05,5965.95,No
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",109.90,3694.70,No
6599-CEBNN,Female,0,No,No,34,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.95,2524.45,Yes
2519-ERQOJ,Male,1,No,No,33,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",54.60,1803.70,No
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.05,415.10,No
2277-AXSDC,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.75,624.15,No
9442-JTWDL,Female,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.05,237.70,No
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.45,7007.60,Yes
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",55.90,3848.80,No
5495-GPSRW,Male,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.70,419.40,No
7606-BPHHN,Male,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.80,1468.75,No
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",95.40,5812.00,No
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",93.95,2861.45,No
4800-VHZKI,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.90,19.90,Yes
7989-CHGTL,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.60,19.60,Yes
0334-GDDSO,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.35,233.70,Yes
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",24.45,1066.15,No
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.95,2149.05,No
5973-EJGDP,Male,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",87.35,4473.00,No
1996-DBMUS,Female,1,Yes,No,48,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.65,3545.05,No
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",73.25,1195.75,No
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",98.70,6858.90,No
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.80,1024.70,No
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",83.30,1845.90,Yes
5564-NEMQO,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.30,75.30,Yes
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",24.30,132.25,No
5605-IYGFG,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.85,515.45,No
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",100.55,2830.45,No
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",25.70,1110.50,No
8111-BKVDS,Female,0,No,No,10,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",40.70,449.30,No
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",51.65,2838.55,No
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.10,5376.40,No
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",85.95,858.60,No
4360-PNRQB,Male,0,No,No,18,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.60,1395.05,No
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",58.25,3975.70,No
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.40,1182.55,Yes
7781-HVGMK,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",65.20,4784.45,No
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,"Electronic check",53.45,119.50,No
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",45.40,518.90,Yes
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Electronic check",19.75,899.45,No
2320-SLKMB,Female,0,No,No,26,No,"No phone service",DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",44.45,1183.80,No
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.85,720.05,No
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",114.05,8468.20,No
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",89.85,3161.20,No
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,"Mailed check",55.05,55.05,No
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",112.95,1882.55,No
5628-RKIFK,Female,1,No,No,49,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",101.55,5070.40,No
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",114.65,6049.50,No
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Electronic check",64.80,1166.70,No
1910-FMXJM,Female,0,Yes,No,36,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.40,2937.65,No
7752-XUSCI,Female,0,No,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.90,6396.45,Yes
4110-PFEUZ,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",69.55,69.55,Yes
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.05,1270.25,No
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.75,759.55,No
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",105.50,7611.55,No
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",24.70,1642.75,No
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",69.75,1545.40,No
8847-GEOOQ,Male,0,Yes,No,60,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",60.20,3582.40,No
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.05,2227.10,Yes
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.40,1417.90,No
8313-NDOIA,Female,0,No,No,24,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",104.15,2494.65,No
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",92.90,2768.35,No
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",80.80,2369.30,No
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.00,38.00,No
1452-VOQCH,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.10,75.10,No
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.65,100.90,No
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",69.45,1614.05,No
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,385.90,Yes
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.80,673.25,Yes
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",116.05,8404.90,No
2996-XAUVF,Male,0,No,No,70,No,"No phone service",DSL,No,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",40.05,2799.75,No
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",102.10,6538.45,No
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,"One year",Yes,"Electronic check",89.70,6588.95,No
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.90,868.10,No
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",55.95,734.35,Yes
4933-IKULF,Female,1,No,No,17,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.65,330.60,No
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",55.00,55.00,Yes
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Mailed check",70.05,564.40,No
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,"Mailed check",53.60,1315.35,No
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.70,74.70,Yes
2359-KMGLI,Male,0,No,No,24,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",80.25,1861.50,Yes
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",76.05,2747.20,No
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",75.70,554.05,No
0306-JAELE,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",96.10,453.40,Yes
6227-HWPWX,Female,0,No,Yes,15,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",69.00,994.80,Yes
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.65,225.75,No
0447-BEMNG,Female,0,Yes,No,48,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",45.30,2145.00,Yes
4612-SSVHJ,Female,1,No,No,20,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.45,1671.60,No
5168-MQQCA,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",108.50,8003.80,No
5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",83.55,680.05,Yes
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,"Two year",Yes,"Credit card (automatic)",84.50,6130.85,No
9094-AZPHK,Female,0,No,No,15,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.15,1415.00,No
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",88.60,6201.95,No
8372-JUXUI,Male,0,No,Yes,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,74.35,Yes
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.80,6597.25,No
6778-YSNIH,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",59.00,114.15,No
0388-EOPEX,Female,0,Yes,No,2,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.40,139.40,Yes
5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",64.05,3902.60,No
6579-JPICP,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.40,20.40,No
8205-OTCHB,Male,0,No,No,22,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",43.75,903.60,Yes
4134-BSXLX,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",60.90,1785.65,No
